# asign=470153.1875
  1   0 1.786075786968535e-07
  2   0 4.974317981166504e-05
  3   0 5.278151935932371e-05
  4   0 1.418556906229469e-06
  5   0 1.221759129345503e-06
  6   0 1.094812622503322e-06
  7   0 1.215379392721576e-06
  8   0 9.876021893176711e-07
  9   0 1.026405021431268e-06
 10   0  0.02097847567925463
 10   1 9.789776029423805e-06
 10   2 4.28703771067439e-05
 10   3 1.977978064158515e-06
 11   0 0.0002246055639942629
 11   1 4.088352047216368e-06
 12   0 0.0002188774085932642
 12   1 0.0001271577215248258
 12   2 5.223251646740869e-06
 12   3 7.65815116224386e-07
 13   0 0.0002286717062802394
 13   1 4.530948515737983e-06
 14   0 0.0002226619722758841
 14   1 5.283241927799193e-06
 15   0 0.0002273465995566569
 15   1 0.0001290899585151697
 15   2 5.354663932334031e-06
 15   3 5.558362340518636e-07
 16   0 0.0002212167605711917
 16   1 4.336056027432934e-06
 17   0 2.126847514577715e-05
 17   1 1.875971850951206e-05
 18   0 2.647110660911678e-05
 18   1 2.063456879848926e-05
 18   2 2.074766976347338e-05
 18   3 1.192133915746433e-06
 19   0 2.130960029284323e-05
 19   1 2.030875330118464e-05
 20   0 1.739421276004086e-05
 21   0 0.001140239048940523
 21   1 0.0001385436549719248
 21   2 1.810902130867198e-05
 21   3 3.193650249568327e-05
 21   4 1.850899155450466e-06
 21   5 2.485834291773135e-06
 22   0 0.001186345053511049
 22   1 0.0001485783500723412
 22   2 1.697826359870319e-05
 22   3 3.277812959305286e-05
 22   4 1.559271792163107e-06
 22   5 2.727704518478237e-06
 23   0 1.944810506222808e-05
 24   0 0.0001103196255592999
 25   0  0.04992652668234062
 25   1 0.0001137473534200735
 25   2 0.0003642207104261276
 25   3 0.0001296986048408814
 25   4 1.106605099519571e-05
 25   5 1.04649541654548e-06
 26   0  0.05036593545952658
 26   1 0.0001167513500320533
 26   2 0.0003664565057504564
 26   3 0.0001294933839373845
 26   4 1.027599452336744e-05
 26   5 8.273215348748768e-07
 27   0 0.0001076076167117591
 28   0 0.000112986845458597
 29   0  0.04908764065440611
 29   1 0.0001157043802870315
 29   2 0.0003576152974132974
 29   3 0.0001305275571739326
 29   4 9.650625948219726e-06
 29   5 1.627032576512102e-06
 30   0  0.04951924810814129
 30   1 0.0001149219089849888
 30   2 0.0003696503941580522
 30   3 0.000129597265221824
 30   4 9.690887049543716e-06
 30   5 1.396824871630477e-06
 31   0 0.0001121616555295778
 32   0 0.000636482977557788
 33   0 0.0006194073197712189
 33   1 0.006989517970046428
 33   2 0.0003690334029598939
 33   3 0.0003483849444212627
 33   4 5.92736225721073e-06
 33   5 4.187668404600996e-06
 34   0 0.0006580331620333719
 34   1 0.006985992714423366
 34   2 0.0003690944483365574
 34   3 0.0003481630291472631
 34   4 5.106246378467091e-06
 34   5 4.607827489900136e-06
 35   0 0.000643367458656283
 36   0 0.0002548368934217504
 37   0 0.0002504896156634172
 37   1 6.276756768050928e-05
 37   2 6.277898752307484e-05
 37   3 0.0001126937532751542
 38   0   0.1953891662829766
 38   1  0.02894625719724655
 38   2  0.00027052941144064
 38   3 0.002405105980205687
 38   4 6.676403803783013e-05
 38   5 6.526792910961211e-05
 38   6 0.0001186543854926447
 38   7 0.0004085052884448748
 38   8 0.000243155071944308
