0.0314159 0.517968 -0.0650785  2.38834 -0.0418452  0.506196 -0.0637019  0.344239 -0.0477799  -0.625855 -1.0641  0.50443 -0.100411  -0.622611 -1.07469  2.49737 -0.0988566  -0.302052 -0.126896  5.20099 -0.0504074  -0.301898 -0.126292  5.20602 -0.04748  
5.87478 0.0392922 -0.132955  2.81528 -0.810205  0.0392576 -0.127205  0.644369 -1.07068  -0.00174836 -0.140258  0.975695 -0.991589  -0.00128152 -0.140229  2.952 -0.993566  -0.0397426 -0.126332  5.17965 -1.036  -0.0387852 -0.126452  5.13074 -1.06134  
5.93761 0.0386257 -0.132045  2.82076 -0.807495  0.0386475 -0.126377  0.64856 -1.06738  -0.00171493 -0.139135  0.977057 -0.988067  -0.0012547 -0.139133  2.95329 -0.988698  -0.0391643 -0.12555  5.1794 -1.03138  -0.0382173 -0.125654  5.13069 -1.05724  
6.00044 0.0379762 -0.131144  2.82607 -0.804816  0.0380499 -0.125558  0.652715 -1.06411  -0.0016827 -0.13803  0.978405 -0.984555  -0.00122831 -0.138053  2.95454 -0.98384  -0.0385985 -0.124775  5.17919 -1.02673  -0.0376619 -0.124863  5.13069 -1.05315  
6.06327 0.0373432 -0.130251  2.83121 -0.802163  0.0374647 -0.124746  0.656831 -1.0609  -0.00165163 -0.136941  0.979741 -0.981049  -0.00120235 -0.136989  2.95575 -0.97899  -0.0380448 -0.124007  5.17901 -1.02205  -0.0371186 -0.12408  5.13075 -1.04905  
6.12611 0.036726 -0.129367  2.83619 -0.799531  0.0368915 -0.123943  0.660906 -1.05772  -0.00162169 -0.135869  0.981066 -0.977548  -0.0011768 -0.135941  2.95691 -0.97415  -0.0375029 -0.123247  5.17886 -1.01736  -0.0365871 -0.123304  5.13085 -1.04496  
6.18894 0.0361242 -0.128492  2.84102 -0.796912  0.0363301 -0.123148  0.664938 -1.05459  -0.00159284 -0.134813  0.982381 -0.974048  -0.00115164 -0.134908  2.95802 -0.969321  -0.0369726 -0.122493  5.17875 -1.01264  -0.0360671 -0.122535  5.131 -1.04086  
6.25177 0.0355373 -0.127625  2.8457 -0.794303  0.0357803 -0.12236  0.668925 -1.0515  -0.00156504 -0.133773  0.983686 -0.970548  -0.00112686 -0.13389  2.9591 -0.964502  -0.0364533 -0.121747  5.17866 -1.0079  -0.0355582 -0.121773  5.1312 -1.03677  
6.3146 0.034965 -0.126768  2.85024 -0.791697  0.0352416 -0.12158  0.672864 -1.04845  -0.00153825 -0.132749  0.984983 -0.967044  -0.00110246 -0.132888  2.96013 -0.959694  -0.0359449 -0.121008  5.1786 -1.00315  -0.0350601 -0.121019  5.13144 -1.03267  
6.37743 0.0344066 -0.125919  2.85464 -0.78909  0.034714 -0.120808  0.676754 -1.04544  -0.00151245 -0.13174  0.986272 -0.963535  -0.00107842 -0.131899  2.96112 -0.954898  -0.035447 -0.120276  5.17856 -0.998373  -0.0345725 -0.120271  5.13171 -1.02856  
6.44026 0.0338618 -0.125079  2.85892 -0.786476  0.0341972 -0.120044  0.680593 -1.04248  -0.0014876 -0.130747  0.987554 -0.960019  -0.00105475 -0.130925  2.96207 -0.950112  -0.0349594 -0.119552  5.17855 -0.99358  -0.0340951 -0.119531  5.13201 -1.02445  
6.5031 0.0333302 -0.124248  2.86307 -0.783851  0.0336909 -0.119287  0.684379 -1.03955  -0.00146366 -0.129767  0.98883 -0.956495  -0.00103143 -0.129964  2.96298 -0.945338  -0.0344816 -0.118834  5.17855 -0.988769  -0.0336276 -0.118799  5.13235 -1.02033  
6.56593 0.0328112 -0.123426  2.86711 -0.781211  0.033195 -0.118537  0.68811 -1.03667  -0.0014406 -0.128803  0.990099 -0.952959  -0.00100845 -0.129017  2.96386 -0.940576  -0.0340136 -0.118123  5.17858 -0.983941  -0.0331697 -0.118073  5.13272 -1.01621  
6.62876 0.0323046 -0.122614  2.87105 -0.778551  0.0327091 -0.117795  0.691785 -1.03383  -0.00141839 -0.127852  0.991363 -0.949411  -0.000985823 -0.128083  2.96469 -0.935825  -0.0335549 -0.117419  5.17862 -0.979098  -0.0327211 -0.117355  5.1331 -1.01207  
6.69159 0.0318099 -0.12181  2.87488 -0.775867  0.0322331 -0.11706  0.695403 -1.03103  -0.00139698 -0.126916  0.992621 -0.94585  -0.000963533 -0.127162  2.96549 -0.931087  -0.0331053 -0.116722  5.17868 -0.97424  -0.0322817 -0.116644  5.13351 -1.00792  
6.75442 0.0313267 -0.121015  2.87862 -0.773156  0.0317667 -0.116333  0.698961 -1.02826  -0.00137637 -0.125993  0.993875 -0.942274  -0.000941579 -0.126254  2.96625 -0.92636  -0.0326646 -0.116032  5.17875 -0.969368  -0.0318511 -0.11594  5.13394 -1.00377  
6.81726 0.0308547 -0.12023  2.88226 -0.770415  0.0313098 -0.115612  0.70246 -1.02553  -0.0013565 -0.125083  0.995124 -0.938681  -0.000919957 -0.125358  2.96697 -0.921646  -0.0322326 -0.115348  5.17884 -0.964483  -0.0314291 -0.115243  5.13439 -0.999596  
6.88009 0.0303934 -0.119453  2.88583 -0.76764  0.0308622 -0.114898  0.705896 -1.02284  -0.00133735 -0.124186  0.996369 -0.935072  -0.000898666 -0.124475  2.96766 -0.916944  -0.031809 -0.114671  5.17894 -0.959586  -0.0310154 -0.114553  5.13485 -0.995413  
6.94292 0.0299426 -0.118686  2.88932 -0.764828  0.0304236 -0.114192  0.709271 -1.02019  -0.0013189 -0.123302  0.99761 -0.931444  -0.000877703 -0.123603  2.96832 -0.912254  -0.0313935 -0.114001  5.17904 -0.954678  -0.0306098 -0.113871  5.13532 -0.991217  
7.00575 0.0295019 -0.117927  2.89273 -0.761977  0.0299938 -0.113492  0.712581 -1.01757  -0.00130111 -0.122431  0.998847 -0.927797  -0.000857066 -0.122743  2.96894 -0.907577  -0.030986 -0.113337  5.17916 -0.949759  -0.0302122 -0.113195  5.13581 -0.987007  
7.06858 0.029071 -0.117177  2.89609 -0.759084  0.0295727 -0.112799  0.715827 -1.01498  -0.00128395 -0.121572  1.00008 -0.924131  -0.000836754 -0.121894  2.96953 -0.902913  -0.0305862 -0.11268  5.17928 -0.944831  -0.0298222 -0.112526  5.1363 -0.982782  
7.13142 0.0286495 -0.116436  2.89938 -0.756147  0.0291601 -0.112113  0.719007 -1.01243  -0.0012674 -0.120725  1.00131 -0.920445  -0.000816764 -0.121057  2.97009 -0.898261  -0.0301939 -0.11203  5.17941 -0.939895  -0.0294397 -0.111864  5.13679 -0.978541  
7.19425 0.0282372 -0.115704  2.90261 -0.753164  0.0287557 -0.111434  0.722121 -1.0099  -0.00125143 -0.11989  1.00253 -0.916739  -0.000797095 -0.120231  2.97062 -0.893621  -0.029809 -0.111385  5.17954 -0.934952  -0.0290645 -0.111209  5.13729 -0.974285  
7.25708 0.0278338 -0.11498  2.9058 -0.750133  0.0283595 -0.110761  0.725168 -1.00741  -0.00123602 -0.119066  1.00376 -0.913011  -0.000777745 -0.119415  2.97112 -0.888995  -0.0294312 -0.110747  5.17968 -0.930002  -0.0286963 -0.11056  5.13779 -0.970013  
7.31991 0.0274389 -0.114265  2.90894 -0.747052  0.0279712 -0.110095  0.728147 -1.00495  -0.00122115 -0.118254  1.00497 -0.909262  -0.000758713 -0.118611  2.97159 -0.884382  -0.0290603 -0.110115  5.17981 -0.925047  -0.028335 -0.109919  5.13829 -0.965724  
7.38274 0.0270523 -0.113559  2.91204 -0.743922  0.0275906 -0.109435  0.731058 -1.00252  -0.00120678 -0.117453  1.00619 -0.905492  -0.000739998 -0.117816  2.97203 -0.879781  -0.0286962 -0.10949  5.17995 -0.920087  -0.0279805 -0.109284  5.13879 -0.961419  
7.44557 0.0266737 -0.11286  2.91511 -0.740739  0.0272176 -0.108782  0.733901 -1.00011  -0.00119289 -0.116662  1.0074 -0.901701  -0.000721599 -0.117032  2.97244 -0.875194  -0.0283387 -0.10887  5.18009 -0.915124  -0.0276324 -0.108655  5.13928 -0.957096  
7.50841 0.026303 -0.112171  2.91814 -0.737504  0.026852 -0.108135  0.736674 -0.997729  -0.00117948 -0.115883  1.00861 -0.897888  -0.000703513 -0.116258  2.97283 -0.87062  -0.0279876 -0.108257  5.18023 -0.910159  -0.0272908 -0.108033  5.13977 -0.952757  
7.57124 0.0259675 -0.111477  2.91885 -0.734093  0.0265061 -0.107542  0.740269 -0.991498  -0.00114069 -0.115131  1.00784 -0.892771  -0.000677015 -0.115497  2.97254 -0.865808  -0.0276042 -0.107674  5.17663 -0.904908  -0.0269253 -0.107453  5.13673 -0.947003  
7.63407 0.025638 -0.110791  2.91955 -0.73071  0.0261665 -0.106953  0.743776 -0.985339  -0.00110329 -0.114388  1.00709 -0.887709  -0.000651493 -0.114745  2.97225 -0.861046  -0.0272282 -0.107096  5.17313 -0.899713  -0.0265667 -0.106876  5.13377 -0.941313  
7.6969 0.0253146 -0.110113  2.92022 -0.727355  0.0258332 -0.106369  0.747197 -0.97925  -0.00106719 -0.113653  1.00635 -0.882701  -0.000626872 -0.114002  2.97198 -0.856334  -0.0268595 -0.106521  5.16971 -0.894575  -0.026215 -0.106304  5.13088 -0.935688  
7.75973 0.024997 -0.109442  2.92088 -0.724027  0.025506 -0.105789  0.750536 -0.97323  -0.00103234 -0.112928  1.00564 -0.877746  -0.000603116 -0.113267  2.9717 -0.85167  -0.026498 -0.105951  5.16638 -0.889491  -0.0258698 -0.105736  5.12806 -0.930125  
7.82257 0.0246852 -0.108778  2.92153 -0.720727  0.0251848 -0.105214  0.753794 -0.967278  -0.000998692 -0.11221  1.00494 -0.872844  -0.000580194 -0.112542  2.97144 -0.847054  -0.0261434 -0.105384  5.16312 -0.884461  -0.025531 -0.105171  5.12531 -0.924625  
7.8854 0.0243789 -0.108122  2.92215 -0.717454  0.0248694 -0.104644  0.756975 -0.961394  -0.000966196 -0.111501  1.00426 -0.867994  -0.000558075 -0.111825  2.97118 -0.842485  -0.0257955 -0.104821  5.15995 -0.879484  -0.0251985 -0.104611  5.12262 -0.919185  
7.94823 0.024078 -0.107472  2.92277 -0.714208  0.0245596 -0.104078  0.760081 -0.955575  -0.000934811 -0.1108  1.0036 -0.863194  -0.000536728 -0.111116  2.97093 -0.837963  -0.0254543 -0.104263  5.15684 -0.874559  -0.0248722 -0.104055  5.12 -0.913806  
8.01106 0.0237825 -0.10683  2.92337 -0.710988  0.0242554 -0.103517  0.763113 -0.949821  -0.000904495 -0.110107  1.00295 -0.858445  -0.000516127 -0.110415  2.97068 -0.833486  -0.0251195 -0.103708  5.15381 -0.869686  -0.0245518 -0.103503  5.11743 -0.908485  
8.07389 0.0234922 -0.106195  2.92395 -0.707794  0.0239566 -0.10296  0.766076 -0.944131  -0.000875208 -0.109421  1.00231 -0.853744  -0.000496242 -0.109723  2.97044 -0.829054  -0.0247911 -0.103158  5.15086 -0.864864  -0.0242373 -0.102955  5.11493 -0.903222  
8.13672 0.0232069 -0.105566  2.92452 -0.704625  0.0236631 -0.102408  0.76897 -0.938504  -0.000846911 -0.108744  1.00169 -0.849092  -0.000477048 -0.109038  2.9702 -0.824667  -0.0244688 -0.102611  5.14796 -0.860091  -0.0239286 -0.102411  5.11249 -0.898016  
8.19956 0.0229266 -0.104944  2.92508 -0.701483  0.0233748 -0.10186  0.771798 -0.932939  -0.000819568 -0.108074  1.00109 -0.844488  -0.000458519 -0.108361  2.96997 -0.820323  -0.0241524 -0.102069  5.14514 -0.855367  -0.0236254 -0.101871  5.1101 -0.892867  
8.26239 0.0226512 -0.104329  2.92563 -0.698365  0.0230914 -0.101317  0.774561 -0.927435  -0.000793142 -0.107412  1.00049 -0.839931  -0.000440631 -0.107692  2.96975 -0.816022  -0.023842 -0.10153  5.14238 -0.850693  -0.0233277 -0.101335  5.10776 -0.887772  
8.32522 0.0223805 -0.10372  2.92616 -0.695273  0.0228131 -0.100778  0.777262 -0.92199  -0.000767599 -0.106757  0.999917 -0.83542  -0.00042336 -0.107031  2.96952 -0.811764  -0.0235372 -0.100996  5.13968 -0.846065  -0.0230353 -0.100803  5.10548 -0.882732  
8.38805 0.0221144 -0.103118  2.92668 -0.692205  0.0225395 -0.100243  0.779903 -0.916605  -0.000742908 -0.106109  0.999351 -0.830954  -0.000406684 -0.106377  2.96931 -0.807547  -0.0232381 -0.100466  5.13704 -0.841485  -0.0227481 -0.100275  5.10325 -0.877746  
8.45088 0.0218529 -0.102521  2.92719 -0.689162  0.0222706 -0.0997132  0.782485 -0.911278  -0.000719036 -0.105468  0.998798 -0.826534  -0.00039058 -0.10573  2.9691 -0.803371  -0.0229444 -0.0999393  5.13446 -0.836951  -0.0224661 -0.0997517  5.10107 -0.872813  
8.51372 0.0215958 -0.101932  2.92769 -0.686143  0.0220064 -0.0991876  0.78501 -0.906008  -0.000695953 -0.104835  0.998257 -0.822157  -0.000375028 -0.105091  2.96889 -0.799236  -0.022656 -0.0994171  5.13194 -0.832463  -0.022189 -0.099232  5.09894 -0.867931  
8.57655 0.021343 -0.101348  2.92818 -0.683148  0.0217466 -0.0986663  0.78748 -0.900794  -0.00067363 -0.104208  0.997729 -0.817825  -0.000360007 -0.104458  2.96869 -0.795141  -0.0223729 -0.0988989  5.12947 -0.828019  -0.0219168 -0.0987164  5.09685 -0.863101  
8.63938 0.0210945 -0.10077  2.92866 -0.680176  0.0214913 -0.0981493  0.789896 -0.895636  -0.000652039 -0.103589  0.997211 -0.813535  -0.000345499 -0.103833  2.96849 -0.791085  -0.0220948 -0.0983848  5.12706 -0.82362  -0.0216494 -0.0982048  5.09481 -0.85832  
8.70221 0.0208501 -0.100199  2.92913 -0.677228  0.0212402 -0.0976367  0.79226 -0.890533  -0.000631154 -0.102976  0.996705 -0.809287  -0.000331484 -0.103215  2.9683 -0.787067  -0.0218217 -0.0978746  5.1247 -0.819265  -0.0213866 -0.0976972  5.09281 -0.85359  
8.76504 0.0206097 -0.0996332  2.92958 -0.674303  0.0209934 -0.0971283  0.794573 -0.885484  -0.000610949 -0.102369  0.99621 -0.805081  -0.000317944 -0.102603  2.96811 -0.783089  -0.0215534 -0.0973685  5.12239 -0.814953  -0.0211284 -0.0971936  5.09086 -0.848908  
8.82788 0.0203734 -0.0990733  2.93003 -0.671401  0.0207507 -0.0966242  0.796837 -0.880487  -0.000591399 -0.10177  0.995725 -0.800916  -0.000304862 -0.101998  2.96793 -0.779147  -0.0212899 -0.0968664  5.12013 -0.810683  -0.0208747 -0.0966939  5.08894 -0.844275  
8.89071 0.0201409 -0.0985192  2.93047 -0.668522  0.020512 -0.0961242  0.799053 -0.875543  -0.00057248 -0.101176  0.99525 -0.796791  -0.000292221 -0.1014  2.96775 -0.775243  -0.0210311 -0.0963682  5.11791 -0.806455  -0.0206252 -0.0961982  5.08707 -0.839689  
8.95354 0.0199122 -0.0979707  2.9309 -0.665665  0.0202772 -0.0956285  0.801223 -0.87065  -0.000554168 -0.10059  0.994786 -0.792707  -0.000280005 -0.100808  2.96757 -0.771376  -0.0207767 -0.095874  5.11575 -0.802268  -0.0203801 -0.0957064  5.08524 -0.83515  
9.01637 0.0196873 -0.0974278  2.93132 -0.66283  0.0200463 -0.0951369  0.803347 -0.865808  -0.000536443 -0.100009  0.994331 -0.788661  -0.000268199 -0.100223  2.9674 -0.767545  -0.0205268 -0.0953837  5.11362 -0.798122  -0.0201391 -0.0952186  5.08344 -0.830657  
9.0792 0.019466 -0.0968904  2.93173 -0.660018  0.0198192 -0.0946494  0.805428 -0.861016  -0.000519283 -0.0994345  0.993885 -0.784655  -0.000256787 -0.0996436  2.96723 -0.763749  -0.0202813 -0.0948973  5.11155 -0.794016  -0.0199022 -0.0947346  5.08169 -0.826209  
9.14203 0.0192483 -0.0963584  2.93213 -0.657226  0.0195958 -0.094166  0.807466 -0.856274  -0.000502667 -0.0988661  0.993449 -0.780686  -0.000245756 -0.0990708  2.96706 -0.759989  -0.0200399 -0.0944148  5.10951 -0.78995  -0.0196693 -0.0942545  5.07997 -0.821806  
9.20487 0.019034 -0.0958317  2.93252 -0.654457  0.019376 -0.0936866  0.809462 -0.85158  -0.000486576 -0.0983037  0.993021 -0.776756  -0.00023509 -0.098504  2.9669 -0.756263  -0.0198027 -0.0939362  5.10752 -0.785922  -0.0194403 -0.0937783  5.07828 -0.817447  
9.2677 0.0188232 -0.0953103  2.93291 -0.651709  0.0191597 -0.0932113  0.811418 -0.846933  -0.000470991 -0.0977473  0.992603 -0.772862  -0.000224777 -0.0979433  2.96674 -0.752572  -0.0195696 -0.0934614  5.10556 -0.781934  -0.0192152 -0.0933059  5.07663 -0.813131  
9.33053 0.0186157 -0.0947941  2.93329 -0.648981  0.0189469 -0.0927399  0.813334 -0.842334  -0.000455894 -0.0971966  0.992192 -0.769005  -0.000214805 -0.0973885  2.96658 -0.748914  -0.0193404 -0.0929905  5.10365 -0.777983  -0.0189937 -0.0928373  5.07501 -0.808858  
9.39336 0.0184116 -0.094283  2.93366 -0.646275  0.0187375 -0.0922725  0.815212 -0.837781  -0.000441269 -0.0966517  0.99179 -0.765184  -0.000205161 -0.0968395  2.96643 -0.74529  -0.0191151 -0.0925233  5.10177 -0.774069  -0.0187759 -0.0923724  5.07342 -0.804627  
9.45619 0.0182106 -0.093777  2.93402 -0.643589  0.0185314 -0.0918091  0.817053 -0.833275  -0.0004271 -0.0961125  0.991396 -0.761399  -0.000195836 -0.0962963  2.96628 -0.741699  -0.0188936 -0.09206  5.09993 -0.770192  -0.0185617 -0.0919113  5.07187 -0.800438  
9.51903 0.0180128 -0.093276  2.93438 -0.640924  0.0183286 -0.0913495  0.818857 -0.828813  -0.00041337 -0.0955788  0.99101 -0.757649  -0.000186817 -0.0957588  2.96613 -0.73814  -0.0186758 -0.0916003  5.09813 -0.766352  -0.0183511 -0.091454  5.07034 -0.79629  
9.58186 0.0178181 -0.0927799  2.93473 -0.638278  0.018129 -0.0908937  0.820626 -0.824396  -0.000400066 -0.0950506  0.990631 -0.753934  -0.000178094 -0.0952268  2.96599 -0.734613  -0.0184616 -0.0911444  5.09636 -0.762548  -0.0181438 -0.0910003  5.06885 -0.792183  
9.64469 0.0176264 -0.0922886  2.93507 -0.635653  0.0179325 -0.0904418  0.822361 -0.820022  -0.000387173 -0.0945278  0.990259 -0.750253  -0.000169658 -0.0947004  2.96585 -0.731118  -0.018251 -0.0906923  5.09463 -0.758779  -0.0179399 -0.0905503  5.06738 -0.788115  
9.70752 0.0174376 -0.0918021  2.93541 -0.633048  0.017739 -0.0899936  0.824062 -0.815692  -0.000374676 -0.0940104  0.989895 -0.746606  -0.000161498 -0.0941794  2.96571 -0.727654  -0.0180438 -0.0902437  5.09293 -0.755045  -0.0177393 -0.090104  5.06594 -0.784086  
9.77035 0.0172518 -0.0913204  2.93574 -0.630462  0.0175486 -0.0895492  0.82573 -0.811405  -0.000362562 -0.0934983  0.989538 -0.742992  -0.000153605 -0.0936638  2.96557 -0.72422  -0.01784 -0.0897988  5.09126 -0.751346  -0.0175419 -0.0896612  5.06454 -0.780097  
9.83319 0.0170688 -0.0908433  2.93606 -0.627895  0.0173611 -0.0891085  0.827366 -0.807159  -0.000350819 -0.0929913  0.989187 -0.739411  -0.000145969 -0.0931534  2.96544 -0.720818  -0.0176396 -0.0893576  5.08963 -0.747681  -0.0173477 -0.089222  5.06315 -0.776145  
9.89602 0.0168886 -0.0903708  2.93638 -0.625348  0.0171764 -0.0886715  0.828972 -0.802956  -0.000339434 -0.0924894  0.988844 -0.735863  -0.000138583 -0.0926483  2.96531 -0.717445  -0.0174425 -0.0889199  5.08803 -0.744049  -0.0171566 -0.0887864  5.0618 -0.772231  
9.95885 0.0167111 -0.0899028  2.93669 -0.62282  0.0169946 -0.0882382  0.830547 -0.798793  -0.000328395 -0.0919926  0.988506 -0.732346  -0.000131438 -0.0921482  2.96518 -0.714102  -0.0172485 -0.0884857  5.08645 -0.74045  -0.0169685 -0.0883544  5.06047 -0.768355  
10.0217 0.0165363 -0.0894394  2.937 -0.62031  0.0168156 -0.0878084  0.832092 -0.79467  -0.00031769 -0.0915007  0.988175 -0.728861  -0.000124524 -0.0916532  2.96505 -0.710788  -0.0170576 -0.0880551  5.08491 -0.736884  -0.0167834 -0.0879258  5.05916 -0.764515  
10.0845 0.0163642 -0.0889803  2.9373 -0.617819  0.0166393 -0.0873822  0.833609 -0.790587  -0.000307307 -0.0910138  0.987851 -0.725407  -0.000117835 -0.0911632  2.96493 -0.707503  -0.0168698 -0.0876281  5.08339 -0.733351  -0.0166011 -0.0875007  5.05788 -0.760711  
10.1473 0.0161946 -0.0885256  2.93759 -0.615346  0.0164656 -0.0869596  0.835098 -0.786544  -0.000297237 -0.0905317  0.987532 -0.721985  -0.000111363 -0.0906781  2.96481 -0.704246  -0.016685 -0.0872044  5.08191 -0.729849  -0.0164218 -0.0870791  5.05662 -0.756943  
10.2102 0.0160275 -0.0880752  2.93788 -0.612892  0.0162946 -0.0865405  0.836559 -0.782539  -0.000287469 -0.0900543  0.987219 -0.718592  -0.000105099 -0.0901979  2.96469 -0.701018  -0.0165032 -0.0867842  5.08045 -0.726379  -0.0162452 -0.0866608  5.05539 -0.75321  
10.273 0.015863 -0.087629  2.93816 -0.610456  0.0161261 -0.0861248  0.837993 -0.778572  -0.000277992 -0.0895817  0.986912 -0.715229  -9.90384e-05 -0.0897224  2.96457 -0.697817  -0.0163242 -0.0863675  5.07901 -0.72294  -0.0160714 -0.086246  5.05418 -0.749512  
10.3358 0.0157008 -0.087187  2.93844 -0.608037  0.0159601 -0.0857126  0.839402 -0.774643  -0.000268798 -0.0891137  0.98661 -0.711897  -9.31733e-05 -0.0892516  2.96446 -0.694644  -0.016148 -0.0859541  5.07761 -0.719532  -0.0159002 -0.0858345  5.05299 -0.745848  
10.3987 0.0155411 -0.0867491  2.93871 -0.605636  0.0157966 -0.0853038  0.840785 -0.770751  -0.000259878 -0.0886502  0.986314 -0.708593  -8.74976e-05 -0.0887855  2.96435 -0.691498  -0.0159746 -0.0855441  5.07623 -0.716153  -0.0157317 -0.0854263  5.05182 -0.742218  
10.4615 0.0153837 -0.0863154  2.93898 -0.603253  0.0156354 -0.0848984  0.842143 -0.766896  -0.000251221 -0.0881913  0.986023 -0.705318  -8.2005e-05 -0.0883239  2.96424 -0.688379  -0.0158039 -0.0851374  5.07487 -0.712805  -0.0155657 -0.0850214  5.05067 -0.738622  
10.5243 0.0152286 -0.0858856  2.93924 -0.600887  0.0154767 -0.0844963  0.843477 -0.763077  -0.000242822 -0.0877368  0.985738 -0.702072  -7.66897e-05 -0.0878668  2.96413 -0.685286  -0.0156358 -0.0847339  5.07354 -0.709486  -0.0154023 -0.0846198  5.04954 -0.735058  
10.5872 0.0150757 -0.0854598  2.9395 -0.598538  0.0153203 -0.0840975  0.844787 -0.759294  -0.00023467 -0.0872867  0.985457 -0.698854  -7.15458e-05 -0.0874142  2.96402 -0.68222  -0.0154703 -0.0843338  5.07223 -0.706197  -0.0152414 -0.0842214  5.04844 -0.731527  
10.65 0.0149251 -0.085038  2.93976 -0.596206  0.0151661 -0.083702  0.846074 -0.755546  -0.000226757 -0.0868409  0.985181 -0.695663  -6.65677e-05 -0.086966  2.96391 -0.679179  -0.0153074 -0.0839369  5.07094 -0.702936  -0.0150829 -0.0838263  5.04735 -0.728027  
10.7128 0.0147766 -0.08462  2.94001 -0.593891  0.0150142 -0.0833098  0.847338 -0.751832  -0.000219078 -0.0863994  0.984911 -0.692501  -6.17501e-05 -0.0865221  2.96381 -0.676164  -0.0151469 -0.0835432  5.06968 -0.699704  -0.0149267 -0.0834343  5.04628 -0.72456  
10.7757 0.0146302 -0.0842058  2.94025 -0.591593  0.0148645 -0.0829208  0.848581 -0.748153  -0.000211623 -0.0859622  0.984645 -0.689365  -5.70876e-05 -0.0860824  2.96371 -0.673174  -0.0149889 -0.0831527  5.06844 -0.696499  -0.0147729 -0.0830455  5.04523 -0.721123  
10.8385 0.0144859 -0.0837954  2.94049 -0.589311  0.0147169 -0.0825349  0.849802 -0.744508  -0.000204386 -0.085529  0.984383 -0.686256  -5.25752e-05 -0.085647  2.96361 -0.670209  -0.0148333 -0.0827653  5.06722 -0.693323  -0.0146214 -0.0826598  5.0442 -0.717718  
10.9013 0.0143437 -0.0833888  2.94073 -0.587045  0.0145714 -0.0821522  0.851002 -0.740896  -0.000197359 -0.0851  0.984126 -0.683173  -4.82079e-05 -0.0852158  2.96351 -0.667269  -0.0146801 -0.0823811  5.06602 -0.690173  -0.0144722 -0.0822772  5.04319 -0.714343  
10.9642 0.0142035 -0.0829858  2.94096 -0.584796  0.0144281 -0.0817726  0.852181 -0.737317  -0.000190537 -0.084675  0.983874 -0.680117  -4.3981e-05 -0.0847886  2.96342 -0.664353  -0.0145291 -0.0819999  5.06484 -0.687051  -0.0143251 -0.0818976  5.04219 -0.710998  
11.027 0.0140653 -0.0825864  2.94119 -0.582563  0.0142867 -0.0813961  0.85334 -0.733771  -0.000183912 -0.084254  0.983625 -0.677087  -3.98899e-05 -0.0843654  2.96332 -0.661461  -0.0143804 -0.0816218  5.06368 -0.683956  -0.0141802 -0.0815211  5.04121 -0.707683  
11.0898 0.013929 -0.0821906  2.94142 -0.580345  0.0141473 -0.0810227  0.85448 -0.730257  -0.000177478 -0.0838369  0.983381 -0.674082  -3.59301e-05 -0.0839463  2.96323 -0.658592  -0.014234 -0.0812468  5.06255 -0.680886  -0.0140374 -0.0811476  5.04025 -0.704397  
11.1527 0.0137946 -0.0817984  2.94164 -0.578143  0.0140099 -0.0806522  0.8556 -0.726774  -0.00017123 -0.0834237  0.983142 -0.671102  -3.20973e-05 -0.0835311  2.96314 -0.655748  -0.0140896 -0.0808747  5.06143 -0.677843  -0.0138967 -0.0807771  5.0393 -0.70114  
11.2155 0.0136621 -0.0814097  2.94186 -0.575957  0.0138745 -0.0802848  0.856701 -0.723323  -0.000165161 -0.0830144  0.982906 -0.668147  -2.83873e-05 -0.0831197  2.96305 -0.652926  -0.0139475 -0.0805056  5.06033 -0.674826  -0.0137581 -0.0804096  5.03837 -0.697911  
